"date","season","year","month","day_of_week","weekend","holiday","temp_actual","temp_feel","humidity","windspeed","weather_cat","rides"
"2011-04-03","spring",2011,"Apr","Sun",TRUE,"no",59.9209754,66.08903,0.48,12.208271,"categ1",1598
"2011-04-04","spring",2011,"Apr","Mon",FALSE,"no",74.3119754,80.86361,0.42625,25.833257,"categ1",2381
"2011-04-05","spring",2011,"Apr","Tue",FALSE,"no",62.5655246,67.8515,0.642083,26.000489,"categ2",1628
"2011-04-07","spring",2011,"Apr","Thu",FALSE,"no",64.2875,71.03264,0.602917,10.874904,"categ1",2570
"2011-04-08","spring",2011,"Apr","Fri",FALSE,"no",56.7844754,61.20311,0.83625,15.208464,"categ2",1299
"2011-04-09","spring",2011,"Apr","Sat",TRUE,"no",57.2765,62.73761,0.8775,8.916561,"categ2",1576
"2011-04-10","spring",2011,"Apr","Sun",TRUE,"no",63.4880246,70.40633,0.8575,9.833389,"categ2",1707
"2011-04-11","spring",2011,"Apr","Mon",FALSE,"no",75.9591176,82.86953,0.716956,21.739758,"categ2",2493
"2011-04-12","spring",2011,"Apr","Tue",FALSE,"no",69.0845,76.37486,0.739167,18.416893,"categ2",1777
"2011-04-13","spring",2011,"Apr","Wed",FALSE,"no",62.4425,69.55547,0.819167,16.791339,"categ2",1953
"2011-04-14","spring",2011,"Apr","Thu",FALSE,"no",66.5015,73.64678,0.540417,7.4169,"categ1",2738
"2011-04-15","spring",2011,"Apr","Fri",FALSE,"yes",64.9640246,71.77217,0.67125,15.167125,"categ1",2484
"2011-04-16","spring",2011,"Apr","Sat",TRUE,"no",63.7954754,70.29428,0.888333,22.834136,"categ3",674
"2011-04-17","spring",2011,"Apr","Sun",TRUE,"no",65.7020246,72.11264,0.479583,20.334232,"categ1",2186
"2011-04-18","spring",2011,"Apr","Mon",FALSE,"no",69.8225,77.28314,0.5425,10.958989,"categ1",2760
"2011-04-19","spring",2011,"Apr","Tue",FALSE,"no",69.3304754,76.03322,0.665833,10.584057,"categ2",2795
"2011-04-20","spring",2011,"Apr","Wed",FALSE,"no",75.911,82.79528,0.614167,16.208975,"categ1",3331
"2011-04-21","spring",2011,"Apr","Thu",FALSE,"no",65.8865246,72.85028,0.407083,21.792286,"categ1",3444
"2011-04-22","spring",2011,"Apr","Fri",FALSE,"no",56.8460246,60.97586,0.729583,14.707907,"categ2",1506
"2011-04-23","spring",2011,"Apr","Sat",TRUE,"no",65.948,72.51089,0.887917,15.458575,"categ2",2574
"2011-04-24","spring",2011,"Apr","Sun",TRUE,"no",74.9270246,81.65867,0.810833,12.875725,"categ2",2481
"2011-04-25","spring",2011,"Apr","Mon",FALSE,"no",76.7720246,83.705,0.776667,12.417311,"categ1",3300
"2011-04-26","spring",2011,"Apr","Tue",FALSE,"no",78.6170246,85.46747,0.729167,21.8755,"categ1",3722
"2011-04-27","spring",2011,"Apr","Wed",FALSE,"no",77.756,83.76278,0.835417,20.9174,"categ2",3325
"2011-04-28","spring",2011,"Apr","Thu",FALSE,"no",77.5715,84.10361,0.700833,21.500836,"categ2",3489
"2011-04-29","spring",2011,"Apr","Fri",FALSE,"no",69.638,76.77167,0.457083,16.084221,"categ1",3717
"2011-04-30","spring",2011,"Apr","Sat",TRUE,"no",66.8705,73.76189,0.503333,15.750025,"categ1",3347
"2011-05-01","spring",2011,"May","Sun",TRUE,"no",65.3330246,72.33836,0.762083,7.125718,"categ2",2213
"2011-05-02","spring",2011,"May","Mon",FALSE,"no",72.5285246,79.95497,0.73,12.291418,"categ2",3554
"2011-05-03","spring",2011,"May","Tue",FALSE,"no",77.5100246,84.38711,0.697083,22.958689,"categ2",3848
"2011-05-04","spring",2011,"May","Wed",FALSE,"no",62.5655246,68.4185,0.737083,22.042732,"categ2",2378
"2011-05-05","spring",2011,"May","Thu",FALSE,"no",65.8865246,71.77253,0.444167,19.791264,"categ1",3819
"2011-05-06","spring",2011,"May","Fri",FALSE,"no",67.3625246,74.67053,0.59,15.292482,"categ1",3714
"2011-05-07","spring",2011,"May","Sat",TRUE,"no",70.376,78.13589,0.54125,10.75015,"categ1",3102
"2011-05-08","spring",2011,"May","Sun",TRUE,"no",70.9909754,78.70397,0.631667,5.0007125,"categ1",2932
"2011-05-10","spring",2011,"May","Tue",FALSE,"no",71.2985,79.04489,0.489167,7.749957,"categ1",4109
"2011-05-11","spring",2011,"May","Wed",FALSE,"no",72.0365,79.556,0.632917,8.083014,"categ1",3632
"2011-05-12","spring",2011,"May","Thu",FALSE,"no",71.483,79.10267,0.7475,12.707689,"categ1",4169
"2011-05-13","spring",2011,"May","Fri",FALSE,"no",69.8225,76.487,0.863333,12.041575,"categ2",3413
"2011-05-14","spring",2011,"May","Sat",TRUE,"no",70.4374754,77.05661,0.9225,9.04165,"categ2",2507
"2011-05-15","spring",2011,"May","Sun",TRUE,"no",73.5125,80.24,0.867083,10.249593,"categ2",2971
"2011-05-16","spring",2011,"May","Mon",FALSE,"no",74.6195,81.54608,0.787917,8.500357,"categ1",3185
"2011-05-17","spring",2011,"May","Tue",FALSE,"no",73.4510246,80.46761,0.837917,18.582718,"categ2",3445
"2011-05-18","spring",2011,"May","Wed",FALSE,"no",72.59,79.44422,0.87,13.499964,"categ2",3319
"2011-05-19","spring",2011,"May","Thu",FALSE,"no",71.1754754,77.96678,0.829583,7.250271,"categ2",3840
"2011-05-20","spring",2011,"May","Fri",FALSE,"no",71.6060246,79.61378,0.719583,8.375871,"categ1",4008
"2011-05-21","spring",2011,"May","Sat",TRUE,"no",76.4645,83.47775,0.626667,8.08355,"categ1",3547
"2011-05-22","spring",2011,"May","Sun",TRUE,"no",76.5875246,83.705,0.749583,9.916536,"categ1",3084
"2011-05-23","spring",2011,"May","Mon",FALSE,"no",78.6170246,85.12664,0.81,15.667414,"categ2",3438
"2011-05-24","spring",2011,"May","Tue",FALSE,"no",80.708,86.43317,0.740833,13.875164,"categ2",3833
"2011-06-03","spring",2011,"Jun","Fri",FALSE,"no",77.756,84.84197,0.354167,16.959107,"categ1",4414
"2011-06-04","spring",2011,"Jun","Sat",TRUE,"no",78.863,85.52264,0.45625,8.250514,"categ1",3473
"2011-06-13","spring",2011,"Jun","Mon",FALSE,"no",78.863,86.14886,0.494583,20.45845,"categ1",4157
"2011-06-14","spring",2011,"Jun","Tue",FALSE,"no",76.5875246,85.23914,0.507083,18.041961,"categ1",4164
"2011-06-16","spring",2011,"Jun","Thu",FALSE,"no",78.3709754,85.58114,0.688333,13.833557,"categ2",3222
"2011-06-17","spring",2011,"Jun","Fri",FALSE,"no",79.9085246,86.03447,0.735833,9.582943,"categ1",3981
"2011-06-20","spring",2011,"Jun","Mon",FALSE,"no",78.863,85.58114,0.74625,10.416825,"categ2",3311
"2011-08-23","summer",2011,"Aug","Tue",FALSE,"no",79.2934754,86.54603,0.455417,9.833121,"categ1",4614
"2011-08-29","summer",2011,"Aug","Mon",FALSE,"no",78.9860246,86.71622,0.554583,10.708275,"categ1",3905
"2011-08-30","summer",2011,"Aug","Tue",FALSE,"no",79.1705246,85.52336,0.548333,8.375536,"categ1",4429
"2011-09-02","summer",2011,"Sep","Fri",FALSE,"no",79.4779754,86.43272,0.727083,9.375243,"categ2",3852
"2011-09-06","summer",2011,"Sep","Tue",FALSE,"no",71.852,78.368,0.886957,23.044181,"categ3",2506
"2011-09-07","summer",2011,"Sep","Wed",FALSE,"no",76.2185246,80.98061,0.917083,6.5003936,"categ3",1878
"2011-09-08","summer",2011,"Sep","Thu",FALSE,"no",78.7827794,81.98249,0.939565,12.914116,"categ3",1689
"2011-09-09","summer",2011,"Sep","Fri",FALSE,"no",79.97,84.10514,0.897917,8.333393,"categ2",3127
"2011-09-10","summer",2011,"Sep","Sat",TRUE,"no",80.708,86.71658,0.75375,10.291736,"categ1",3595
"2011-09-11","summer",2011,"Sep","Sun",TRUE,"no",80.2159754,86.83061,0.71375,7.708618,"categ1",3413
"2011-09-12","summer",2011,"Sep","Mon",FALSE,"no",79.5528824,86.1917,0.692174,5.957171,"categ1",4023
"2011-09-13","summer",2011,"Sep","Tue",FALSE,"no",80.0314754,86.31986,0.7125,9.500868,"categ1",4062
"2011-09-16","summer",2011,"Sep","Fri",FALSE,"no",66.6245246,73.53275,0.590417,11.000261,"categ2",4018
"2011-09-17","summer",2011,"Sep","Sat",TRUE,"no",68.2850246,75.06608,0.718333,12.708225,"categ2",3077
"2011-09-18","summer",2011,"Sep","Sun",TRUE,"no",69.4535,76.14833,0.695,11.958361,"categ1",2921
"2011-09-19","summer",2011,"Sep","Mon",FALSE,"no",72.5285246,79.67075,0.69,10.166714,"categ2",3848
"2011-09-20","summer",2011,"Sep","Tue",FALSE,"no",73.4510246,79.89953,0.88125,9.041918,"categ2",3203
"2011-09-21","summer",2011,"Sep","Wed",FALSE,"no",75.911,81.54797,0.9,6.4590814,"categ2",3813
"2011-09-22","summer",2011,"Sep","Thu",FALSE,"no",78.3709754,81.94667,0.902083,8.584375,"categ2",4240
"2011-09-23","fall",2011,"Sep","Fri",FALSE,"no",76.9565246,78.99125,0.9725,5.2505689,"categ2",2137
"2011-09-24","fall",2011,"Sep","Sat",TRUE,"no",76.7720246,82.79708,0.8625,5.2516811,"categ2",3647
"2011-09-25","fall",2011,"Sep","Sun",TRUE,"no",78.8015246,83.53733,0.845,3.3754064,"categ2",3466
"2011-09-26","fall",2011,"Sep","Mon",FALSE,"no",79.9085246,85.01378,0.848333,7.4169,"categ2",3946
"2011-09-27","fall",2011,"Sep","Tue",FALSE,"no",78.9860246,83.70725,0.885417,7.917457,"categ2",3643
"2011-09-28","fall",2011,"Sep","Wed",FALSE,"no",78.863,83.76422,0.84875,9.958143,"categ2",3427
"2011-09-29","fall",2011,"Sep","Thu",FALSE,"no",77.5100246,83.70608,0.699167,11.583161,"categ1",4186
"2011-09-30","fall",2011,"Sep","Fri",FALSE,"no",73.6355246,81.03461,0.6475,13.833825,"categ1",4372
"2011-10-01","fall",2011,"Oct","Sat",TRUE,"no",62.258,69.15767,0.75375,19.583832,"categ2",1949
"2011-10-03","fall",2011,"Oct","Mon",FALSE,"no",60.3515246,67.28414,0.760833,5.5841686,"categ2",3240
"2011-10-04","fall",2011,"Oct","Tue",FALSE,"no",67.7315246,74.55722,0.71,13.792218,"categ1",3970
"2011-10-05","fall",2011,"Oct","Wed",FALSE,"no",71.7289754,79.44242,0.647917,11.87575,"categ1",4267
"2011-10-07","fall",2011,"Oct","Fri",FALSE,"no",69.6994754,77.39636,0.684167,1.5002439,"categ1",4036
"2011-10-08","fall",2011,"Oct","Sat",TRUE,"no",70.4990246,78.19178,0.70125,3.0420814,"categ1",3174
"2011-10-09","fall",2011,"Oct","Sun",TRUE,"no",71.9134754,79.15847,0.7275,4.25115,"categ1",3114
"2011-10-10","fall",2011,"Oct","Mon",FALSE,"yes",74.1274754,80.86325,0.73375,2.8343814,"categ1",3603
"2011-10-11","fall",2011,"Oct","Tue",FALSE,"no",73.8200246,81.14864,0.80875,9.583814,"categ2",3896
"2011-10-12","fall",2011,"Oct","Wed",FALSE,"no",72.0979754,78.59453,0.90625,16.62605,"categ3",2199
"2011-10-13","fall",2011,"Oct","Thu",FALSE,"no",75.4805246,81.66236,0.896667,9.499729,"categ2",2623
"2011-10-14","fall",2011,"Oct","Fri",FALSE,"no",72.6514754,79.67075,0.71625,15.000161,"categ2",3115
"2011-10-15","fall",2011,"Oct","Sat",TRUE,"no",69.3920246,76.88525,0.483333,17.291561,"categ1",3318
"2011-10-16","fall",2011,"Oct","Sun",TRUE,"no",69.7610246,77.28386,0.486667,18.875039,"categ1",3293
"2011-10-17","fall",2011,"Oct","Mon",FALSE,"no",71.4215246,77.96525,0.579583,11.750393,"categ1",3857
"2011-10-18","fall",2011,"Oct","Tue",FALSE,"no",71.2985,79.04489,0.701667,7.375829,"categ2",4111
"2011-10-20","fall",2011,"Oct","Thu",FALSE,"no",67.1164754,73.98725,0.63625,28.292425,"categ1",3724
"2011-10-21","fall",2011,"Oct","Fri",FALSE,"no",63.5495,70.12364,0.574167,14.833532,"categ1",3628
"2011-10-22","fall",2011,"Oct","Sat",TRUE,"no",63.1805,70.29428,0.629167,6.2086689,"categ1",2809
"2011-10-23","fall",2011,"Oct","Sun",TRUE,"no",63.1190246,70.00997,0.74125,6.6673375,"categ1",2762
"2011-10-24","fall",2011,"Oct","Mon",FALSE,"no",66.1939754,73.13603,0.772083,7.959064,"categ1",3488
"2011-10-25","fall",2011,"Oct","Tue",FALSE,"no",66.8090246,73.70375,0.622917,11.166086,"categ1",3992
"2011-10-26","fall",2011,"Oct","Wed",FALSE,"no",67.7315246,74.55614,0.720417,9.959014,"categ2",3490
"2011-10-27","fall",2011,"Oct","Thu",FALSE,"no",66.686,73.13414,0.812917,13.250121,"categ2",2419
"2011-10-28","fall",2011,"Oct","Fri",FALSE,"no",56.4154754,60.69308,0.585833,15.375093,"categ2",3291
"2011-10-29","fall",2011,"Oct","Sat",TRUE,"no",50.7575246,52.51217,0.8825,23.541857,"categ3",570
"2011-10-31","fall",2011,"Oct","Mon",FALSE,"no",57.092,64.04567,0.703333,7.12545,"categ1",3307
"2011-11-01","fall",2011,"Nov","Tue",FALSE,"no",61.5814754,67.73792,0.68375,9.083257,"categ1",3658
"2011-11-02","fall",2011,"Nov","Wed",FALSE,"no",59.8595,67.11197,0.71875,5.5001439,"categ1",3816
"2011-11-03","fall",2011,"Nov","Thu",FALSE,"no",62.1349754,68.53289,0.702083,9.166739,"categ1",3656
"2011-11-04","fall",2011,"Nov","Fri",FALSE,"no",61.7659754,68.30528,0.6225,18.209193,"categ2",3576
"2011-11-05","fall",2011,"Nov","Sat",TRUE,"no",56.1080246,61.14686,0.519167,12.667154,"categ1",2770
"2011-11-06","fall",2011,"Nov","Sun",TRUE,"no",57.7069754,64.61222,0.734583,6.1676314,"categ1",2697
"2011-11-07","fall",2011,"Nov","Mon",FALSE,"no",61.151,68.07839,0.75875,3.834075,"categ1",3662
"2011-11-08","fall",2011,"Nov","Tue",FALSE,"no",62.1349754,69.10214,0.721667,4.6255125,"categ1",3829
"2011-11-09","fall",2011,"Nov","Wed",FALSE,"no",61.52,68.81711,0.758333,4.1671186,"categ1",3804
"2011-11-10","fall",2011,"Nov","Thu",FALSE,"no",60.044,65.63489,0.813333,12.667489,"categ2",2743
"2011-11-11","fall",2011,"Nov","Fri",FALSE,"yes",55.9235246,59.61353,0.44625,21.083225,"categ1",2928
"2011-11-12","fall",2011,"Nov","Sat",TRUE,"no",58.3220246,64.21478,0.552917,14.208154,"categ1",2792
"2011-11-13","fall",2011,"Nov","Sun",TRUE,"no",64.5334754,70.7495,0.458333,18.875307,"categ1",2713
"2011-11-15","fall",2011,"Nov","Tue",FALSE,"no",71.114,77.68211,0.68875,13.375411,"categ2",3746
"2011-11-16","fall",2011,"Nov","Wed",FALSE,"no",65.7020246,72.67892,0.93,9.167543,"categ3",1672
"2011-11-17","fall",2011,"Nov","Thu",FALSE,"no",57.2150246,61.08989,0.575833,20.459254,"categ2",2914
"2011-11-18","fall",2011,"Nov","Fri",FALSE,"no",52.2335246,56.54489,0.41,11.291711,"categ1",3147
"2011-11-19","fall",2011,"Nov","Sat",TRUE,"no",56.2925246,61.20347,0.502083,15.041232,"categ1",2720
"2011-11-20","fall",2011,"Nov","Sun",TRUE,"no",66.1939754,73.13522,0.684583,12.45865,"categ2",2733
"2011-11-21","fall",2011,"Nov","Mon",FALSE,"no",65.0255,72.05558,0.91,9.249618,"categ3",2545
"2011-11-22","fall",2011,"Nov","Tue",FALSE,"no",62.7500246,69.95264,0.9625,7.959064,"categ3",1538
"2011-11-23","fall",2011,"Nov","Wed",FALSE,"no",64.5334754,70.74833,0.757917,22.500275,"categ2",2454
"2011-11-25","fall",2011,"Nov","Fri",FALSE,"no",59.675,66.26039,0.64375,6.6260186,"categ1",1697
"2011-11-26","fall",2011,"Nov","Sat",TRUE,"no",59.7364754,66.65783,0.681667,4.5841936,"categ1",1819
"2011-11-27","fall",2011,"Nov","Sun",TRUE,"no",65.8865246,73.022,0.698333,13.999918,"categ1",2261
"2011-11-28","fall",2011,"Nov","Mon",FALSE,"no",69.1566764,76.11098,0.743043,9.522174,"categ1",3614
"2011-11-29","fall",2011,"Nov","Tue",FALSE,"no",65.8249754,72.62375,0.830833,17.292164,"categ2",2818
"2011-11-30","fall",2011,"Nov","Wed",FALSE,"no",55.985,60.00989,0.613333,18.167586,"categ1",3425
"2011-12-01","fall",2011,"Dec","Thu",FALSE,"no",55.0625,59.49986,0.524583,14.750586,"categ1",3545
"2011-12-02","fall",2011,"Dec","Fri",FALSE,"no",55.1855246,61.82897,0.625833,6.750518,"categ1",3672
"2011-12-03","fall",2011,"Dec","Sat",TRUE,"no",54.0785246,59.95436,0.612917,6.4174811,"categ1",2908
"2011-12-04","fall",2011,"Dec","Sun",TRUE,"no",56.4154754,63.419,0.775833,5.6252061,"categ1",2851
"2011-12-05","fall",2011,"Dec","Mon",FALSE,"no",60.4744754,67.45325,0.827083,4.1679561,"categ2",3578
"2011-12-06","fall",2011,"Dec","Tue",FALSE,"no",66.1325,73.076,0.949583,15.583061,"categ3",2468
"2011-12-07","fall",2011,"Dec","Wed",FALSE,"no",62.258,68.02214,0.970417,17.833725,"categ3",655
"2011-12-08","fall",2011,"Dec","Thu",FALSE,"no",51.6184754,55.12442,0.58,16.083886,"categ1",3172
"2011-12-09","fall",2011,"Dec","Fri",FALSE,"no",53.4634754,60.57878,0.695833,5.5420189,"categ1",3359
"2011-12-11","fall",2011,"Dec","Sun",TRUE,"no",48.2974754,54.78386,0.49,4.4582939,"categ1",2366
"2011-12-13","fall",2011,"Dec","Tue",FALSE,"no",52.8485,59.10242,0.59,9.41685,"categ1",3368
"2011-12-15","fall",2011,"Dec","Thu",FALSE,"no",63.1805,69.10133,0.634167,17.958814,"categ2",3528
"2011-12-16","fall",2011,"Dec","Fri",FALSE,"no",59.675,64.38425,0.500417,17.458525,"categ2",3399
"2011-12-17","fall",2011,"Dec","Sat",TRUE,"no",51.0649754,54.44339,0.560833,16.292189,"categ2",2464
"2011-12-18","fall",2011,"Dec","Sun",TRUE,"no",49.5889754,54.10211,0.58625,11.375193,"categ1",2211
"2011-12-19","fall",2011,"Dec","Mon",FALSE,"no",52.4180246,57.28397,0.6375,11.584032,"categ1",3143
"2011-12-20","fall",2011,"Dec","Tue",FALSE,"no",60.4744754,67.68086,0.595417,4.1252436,"categ2",3534
